label,Company,Seller,Delivery number,Delivery date,Wood species,Lumber quantity,Trunc diameter,Assortment,Size class,Length (m),Quality class,Import,National Trade,Certification,Storage Place
F1L192,Sawmill Bioholz GmbH,forest1,17860,14-Feb-2024,spruce,0,66,41,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L193,Sawmill Bioholz GmbH,forest1,17860,14-Feb-2024,spruce,0,37,31,Bloch,D3a,5,C,no,yes,no,spruce Bloch
F1L194,Sawmill Bioholz GmbH,forest1,17860,14-Feb-2024,larch,0,86,47,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L195,Sawmill Bioholz GmbH,forest1,17860,14-Feb-2024,fir,0,56,38,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L196,Sawmill Bioholz GmbH,forest1,17860,14-Feb-2024,spruce,0,45,34,Bloch,D3a,5,C,no,yes,no,spruce Bloch
F1L197,Sawmill Bioholz GmbH,forest1,17860,14-Feb-2024,spruce,0,5,36,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L198,Sawmill Bioholz GmbH,forest1,17860,14-Feb-2024,spruce,1,02,51,Bloch,D5,5,B,no,yes,no,spruce Bloch
F1L199,Sawmill Bioholz GmbH,forest1,17860,14-Feb-2024,spruce,0,4,32,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L200,Sawmill Bioholz GmbH,forest1,17860,14-Feb-2024,larch,0,98,50,Bloch,D5,5,B,no,yes,no,larch Bloch
F1L201,Sawmill Bioholz GmbH,forest1,17860,14-Feb-2024,larch,0,94,49,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L202,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,spruce,0,86,47,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L203,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,spruce,0,53,37,Bloch,D3b,5,C,no,yes,no,spruce Bloch
F1L204,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,larch,0,5,36,Bloch,D3b,5,A,no,yes,no,larch Bloch
F1L205,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,larch,0,69,42,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L206,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,spruce,0,48,35,Bloch,D3b,5,A,no,yes,no,spruce Bloch
F1L207,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,spruce,0,95,45,Wertholz,D4,6,A,no,yes,no,spruce Wertholz
F1L208,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,spruce,0,72,43,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L209,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,spruce,0,69,42,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L210,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,spruce,0,4,32,Bloch,D3a,5,C,no,yes,no,spruce Bloch
F1L211,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,larch,0,59,39,Bloch,D3b,5,C,no,yes,no,larch Bloch
F1L212,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,spruce,0,42,33,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L213,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,larch,0,59,39,Bloch,D3b,5,C,no,yes,no,larch Bloch
F1L214,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,spruce,1,1,53,Bloch,D5,5,C,no,yes,no,spruce Bloch
F1L215,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,larch,0,66,41,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L216,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,fir,0,26,26,Bloch,D2b,5,C,no,yes,no,fir Bloch
F1L217,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,fir,0,53,37,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L218,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,spruce,1,18,55,Bloch,D5,5,C,no,yes,no,spruce Bloch
F1L219,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,fir,1,36,59,Bloch,D5,5,C,no,yes,no,fir Bloch
F1L220,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,larch,0,53,37,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L221,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,fir,0,3,28,Bloch,D2b,5,C,no,yes,no,fir Bloch
F1L222,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,fir,0,76,44,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L223,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,fir,0,53,37,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L224,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,larch,0,79,45,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L225,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,spruce,0,5,36,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L226,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,spruce,0,35,30,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L227,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,larch,0,66,41,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L228,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,fir,0,59,39,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L229,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,larch,0,24,25,Bloch,D2b,5,B,no,yes,no,larch Bloch
F1L230,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,spruce,0,53,37,Bloch,D3b,5,C,no,yes,no,spruce Bloch
F1L231,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,fir,1,02,51,Bloch,D5,5,C,no,yes,no,fir Bloch
F1L232,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,larch,0,37,31,Bloch,D3a,5,B,no,yes,no,larch Bloch
F1L233,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,larch,0,76,44,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L234,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,larch,0,83,46,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L235,Sawmill Bioholz GmbH,forest1,19720,14-Feb-2024,spruce,0,83,46,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L236,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,larch,1,27,57,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L237,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,larch,0,94,49,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L238,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,larch,0,53,37,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L239,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,spruce,0,79,45,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L240,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,fir,0,9,48,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L241,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,spruce,0,83,46,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L242,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,larch,0,45,34,Bloch,D3a,5,B,no,yes,no,larch Bloch
F1L243,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,fir,0,56,38,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L244,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,larch,0,86,47,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L245,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,larch,0,83,46,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L246,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,spruce,0,66,41,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L247,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,larch,0,45,34,Bloch,D3a,5,C,no,yes,no,larch Bloch
F1L248,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,spruce,0,79,45,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L249,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,larch,0,4,32,Bloch,D3a,5,B,no,yes,no,larch Bloch
F1L250,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,spruce,0,98,50,Bloch,D5,5,C,no,yes,no,spruce Bloch
F1L251,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,larch,0,62,40,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L252,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,fir,0,26,26,Bloch,D2b,5,C,no,yes,no,fir Bloch
F1L253,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,fir,0,56,38,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L254,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,fir,0,28,27,Bloch,D2b,5,C,no,yes,no,fir Bloch
F1L255,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,fir,0,33,29,Bloch,D2b,5,B,no,yes,no,fir Bloch
F1L256,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,larch,1,02,51,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L257,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,fir,1,5,62,Bloch,D6,5,B,no,yes,no,fir Bloch
F1L258,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,fir,0,79,45,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L259,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,fir,0,86,47,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L260,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,fir,0,92,41,Wertholz,D4,7,A,no,yes,no,fir Wertholz
F1L261,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,spruce,0,9,48,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L262,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,larch,0,28,27,Bloch,D2b,5,B,no,yes,no,larch Bloch
F1L263,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,fir,0,4,32,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L264,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,fir,0,42,33,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L265,Sawmill Bioholz GmbH,forest1,88180,15-Feb-2024,larch,1,41,60,Bloch,D6,5,C,no,yes,no,larch Bloch
F1L266,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,fir,0,56,38,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L267,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,larch,0,45,34,Bloch,D3a,5,B,no,yes,no,larch Bloch
F1L268,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,spruce,0,62,40,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L269,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,spruce,0,35,30,Bloch,D3a,5,C,no,yes,no,spruce Bloch
F1L270,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,spruce,0,48,35,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L271,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,spruce,0,79,45,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L272,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,larch,0,45,34,Bloch,D3a,5,B,no,yes,no,larch Bloch
F1L273,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,fir,0,28,27,Bloch,D2b,5,A,no,yes,no,fir Bloch
F1L274,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,fir,0,53,37,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L275,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,fir,0,28,27,Bloch,D2b,5,C,no,yes,no,fir Bloch
F1L276,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,larch,0,4,32,Bloch,D3a,5,C,no,yes,no,larch Bloch
F1L277,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,fir,0,2,23,Bloch,D2a,5,B,no,yes,no,fir Bloch
F1L278,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,larch,0,37,31,Bloch,D3a,5,B,no,yes,no,larch Bloch
F1L279,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,spruce,1,02,51,Bloch,D5,5,C,no,yes,no,spruce Bloch
F1L280,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,larch,0,98,50,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L281,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,fir,0,35,30,Bloch,D3a,5,C,no,yes,no,fir Bloch
F1L282,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,spruce,0,72,43,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L283,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,fir,0,56,38,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L284,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,fir,0,76,44,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L285,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,spruce,0,83,46,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L286,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,larch,0,98,50,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L287,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,fir,0,9,48,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L288,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,spruce,0,56,38,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L289,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,larch,0,33,29,Bloch,D2b,5,C,no,yes,no,larch Bloch
F1L290,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,spruce,0,33,29,Bloch,D2b,5,C,no,yes,no,spruce Bloch
F1L291,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,spruce,0,66,41,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L292,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,fir,0,24,25,Bloch,D2b,5,B,no,yes,no,fir Bloch
F1L293,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,fir,0,83,46,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L294,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,fir,1,25,40,Wertholz,D4,10,A,no,yes,no,fir Wertholz
F1L295,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,spruce,0,5,36,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L296,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,fir,0,37,31,Bloch,D3a,5,C,no,yes,no,fir Bloch
F1L297,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,fir,0,72,43,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L298,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,spruce,0,69,42,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L299,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,spruce,1,6,64,Bloch,D6,5,C,no,yes,no,spruce Bloch
F1L300,Sawmill Bioholz GmbH,forest1,2180,15-Feb-2024,fir,0,79,45,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L301,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,spruce,0,83,46,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L302,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,fir,1,1,53,Bloch,D5,5,B,no,yes,no,fir Bloch
F1L303,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,spruce,0,45,34,Bloch,D3a,5,A,no,yes,no,spruce Bloch
F1L304,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,spruce,0,79,45,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L305,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,fir,0,86,47,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L306,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,larch,0,56,38,Bloch,D3b,5,C,no,yes,no,larch Bloch
F1L307,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,larch,0,69,42,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L308,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,fir,0,76,44,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L309,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,fir,1,06,52,Bloch,D5,5,B,no,yes,no,fir Bloch
F1L310,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,fir,0,5,36,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L311,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,spruce,0,45,34,Bloch,D3a,5,C,no,yes,no,spruce Bloch
F1L312,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,spruce,0,53,37,Bloch,D3b,5,C,no,yes,no,spruce Bloch
F1L313,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,fir,0,62,40,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L314,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,larch,0,72,43,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L315,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,larch,0,79,45,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L316,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,spruce,0,19,22,Bloch,D2a,5,B,no,yes,no,spruce Bloch
F1L317,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,fir,0,59,39,Bloch,D3b,5,A,no,yes,no,fir Bloch
F1L318,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,larch,0,2,23,Bloch,D2a,5,C,no,yes,no,larch Bloch
F1L319,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,spruce,0,45,34,Bloch,D3a,5,C,no,yes,no,spruce Bloch
F1L320,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,larch,0,72,43,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L321,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,spruce,0,62,40,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L322,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,fir,0,33,29,Bloch,D2b,5,C,no,yes,no,fir Bloch
F1L323,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,fir,0,94,49,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L324,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,spruce,0,94,49,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L325,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,spruce,0,56,38,Bloch,D3b,5,C,no,yes,no,spruce Bloch
F1L326,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,fir,0,98,50,Bloch,D5,5,C,no,yes,no,fir Bloch
F1L327,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,larch,0,28,27,Bloch,D2b,5,B,no,yes,no,larch Bloch
F1L328,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,fir,0,56,38,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L329,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,spruce,0,94,49,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L330,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,spruce,0,2,23,Bloch,D2a,5,C,no,yes,no,spruce Bloch
F1L331,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,fir,0,15,20,Bloch,D2a,5,C,no,yes,no,fir Bloch
F1L332,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,larch,0,5,36,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L333,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,fir,0,4,32,Bloch,D3a,5,C,no,yes,no,fir Bloch
F1L334,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,larch,0,98,50,Bloch,D5,5,B,no,yes,no,larch Bloch
F1L335,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,larch,0,42,33,Bloch,D3a,5,C,no,yes,no,larch Bloch
F1L336,Sawmill Bioholz GmbH,forest1,35440,16-Feb-2024,fir,1,27,45,Wertholz,D4,8,A,no,yes,no,fir Wertholz
F1L337,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,spruce,0,37,31,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L338,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,fir,0,42,33,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L339,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,fir,0,22,24,Bloch,D2a,5,C,no,yes,no,fir Bloch
F1L340,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,spruce,1,18,55,Bloch,D5,5,C,no,yes,no,spruce Bloch
F1L341,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,spruce,0,3,28,Bloch,D2b,5,C,no,yes,no,spruce Bloch
F1L342,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,fir,1,14,54,Bloch,D5,5,B,no,yes,no,fir Bloch
F1L343,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,larch,0,9,48,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L344,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,larch,0,83,46,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L345,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,fir,0,5,36,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L346,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,fir,0,98,50,Bloch,D5,5,B,no,yes,no,fir Bloch
F1L347,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,spruce,0,66,41,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L348,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,larch,0,98,50,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L349,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,larch,0,98,50,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L350,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,fir,0,53,37,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L351,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,fir,0,79,45,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L352,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,fir,1,06,52,Bloch,D5,5,C,no,yes,no,fir Bloch
F1L353,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,fir,0,98,50,Wertholz,D5,5,A,no,yes,no,fir Wertholz
F1L354,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,spruce,0,83,46,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L355,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,spruce,1,1,53,Bloch,D5,5,B,no,yes,no,spruce Bloch
F1L356,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,spruce,1,1,53,Bloch,D5,5,C,no,yes,no,spruce Bloch
F1L357,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,spruce,0,76,44,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L358,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,spruce,1,02,51,Bloch,D5,5,B,no,yes,no,spruce Bloch
F1L359,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,spruce,1,18,55,Bloch,D5,5,B,no,yes,no,spruce Bloch
F1L360,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,fir,0,62,40,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L361,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,fir,0,37,31,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L362,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,spruce,0,79,45,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L363,Sawmill Bioholz GmbH,forest1,22200,19-Feb-2024,larch,0,86,47,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L364,Sawmill Bioholz GmbH,forest1,5370,19-Feb-2024,larch,0,3,28,Bloch,D2b,5,C,no,yes,no,larch Bloch
F1L365,Sawmill Bioholz GmbH,forest1,5370,19-Feb-2024,larch,0,19,22,Bloch,D2a,5,C,no,yes,no,larch Bloch
F1L366,Sawmill Bioholz GmbH,forest1,5370,19-Feb-2024,larch,0,56,38,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L367,Sawmill Bioholz GmbH,forest1,5370,19-Feb-2024,larch,0,72,43,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L368,Sawmill Bioholz GmbH,forest1,5370,19-Feb-2024,spruce,0,79,45,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L369,Sawmill Bioholz GmbH,forest1,5370,19-Feb-2024,spruce,1,32,58,Bloch,D5,5,C,no,yes,no,spruce Bloch
F1L370,Sawmill Bioholz GmbH,forest1,5370,19-Feb-2024,spruce,0,79,45,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L371,Sawmill Bioholz GmbH,forest1,5370,19-Feb-2024,larch,0,53,37,Bloch,D3b,5,C,no,yes,no,larch Bloch
F1L372,Sawmill Bioholz GmbH,forest1,5370,19-Feb-2024,fir,1,27,57,Bloch,D5,5,B,no,yes,no,fir Bloch
F1L373,Sawmill Bioholz GmbH,forest1,5370,19-Feb-2024,larch,0,45,34,Bloch,D3a,5,B,no,yes,no,larch Bloch
F1L374,Sawmill Bioholz GmbH,forest1,5370,19-Feb-2024,spruce,0,83,46,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L375,Sawmill Bioholz GmbH,forest1,5370,19-Feb-2024,fir,1,1,53,Bloch,D5,5,B,no,yes,no,fir Bloch
F1L376,Sawmill Bioholz GmbH,forest1,5370,19-Feb-2024,larch,0,94,49,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L377,Sawmill Bioholz GmbH,forest1,5370,19-Feb-2024,spruce,1,13,40,Wertholz,D4,9,A,no,yes,no,spruce Wertholz
F1L378,Sawmill Bioholz GmbH,forest1,5370,19-Feb-2024,larch,0,45,34,Bloch,D3a,5,C,no,yes,no,larch Bloch
F1L379,Sawmill Bioholz GmbH,forest1,5370,19-Feb-2024,fir,0,5,36,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L380,Sawmill Bioholz GmbH,forest1,5370,19-Feb-2024,spruce,0,98,50,Bloch,D5,5,B,no,yes,no,spruce Bloch
F1L381,Sawmill Bioholz GmbH,forest1,5370,19-Feb-2024,fir,0,42,33,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L382,Sawmill Bioholz GmbH,forest1,5370,19-Feb-2024,spruce,0,69,42,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L383,Sawmill Bioholz GmbH,forest1,5370,19-Feb-2024,fir,0,86,47,Bloch,D4,5,B,no,yes,no,fir Bloch
