label,Company,Country,Federal state,Municipality,Side,Wood species,Harvesting date,GPS coordinate lat,GPS coordinate long,Trunc diameter,Size class,Quality class,Assortment,Length,Lumber quantity,Moon phase,Date of Sale,Customer,Export,National Trade,Certification,Loading point (GPS lat),Loading point (GPS long)
F1L1,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/1/24 0:00,46.828579,12.982120,34,D3a,B,Bloch,5,0.45,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L134,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/5/24 0:00,46.853114,12.993663,39,D3b,C,Bloch,5,0,59,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L135,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/5/24 0:00,46.838650,12.960525,40,D4,C,Bloch,5,0,62,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L136,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/5/24 0:00,46.849207,12.940440,31,D3a,B,Bloch,5,0,37,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L137,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/5/24 0:00,46.848463,12.988670,57,D5,C,Bloch,5,1,27,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L138,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/5/24 0:00,46.847756,12.989077,21,D2a,B,Bloch,5,0,17,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L139,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/5/24 0:00,46.855795,12.977753,38,D3b,B,Bloch,5,0,56,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L140,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/5/24 0:00,46.848213,12.973778,33,D3a,B,Bloch,5,0,42,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L141,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/5/24 0:00,46.836506,12.984441,35,D3b,B,Bloch,5,0,48,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L142,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/5/24 0:00,46.823049,12.985378,48,D4,C,Bloch,5,0,90,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L143,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/5/24 0:00,46.824028,12.996869,39,D3b,C,Bloch,5,0,59,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L144,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/5/24 0:00,46.824504,12.961474,45,D4,C,Bloch,5,0,79,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L145,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/5/24 0:00,46.856521,12.946860,47,D4,B,Bloch,5,0,86,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L146,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/5/24 0:00,46.852535,12.945737,29,D2b,A,Bloch,5,0,33,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L147,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/5/24 0:00,46.850401,12.997098,43,D4,C,Bloch,5,0,72,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L148,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/5/24 0:00,46.836717,12.944818,32,D3a,C,Bloch,5,0,40,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L149,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/5/24 0:00,46.815923,12.974720,41,D4,B,Bloch,5,0,66,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L150,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/5/24 0:00,46.817559,12.988078,40,D4,C,Bloch,5,0,62,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L151,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/6/24 0:00,46.815245,12.942416,35,D3b,B,Bloch,5,0,48,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L152,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/6/24 0:00,46.834790,12.950959,37,D3b,C,Bloch,5,0,53,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L153,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/6/24 0:00,46.822132,12.974545,36,D3b,B,Bloch,5,0,50,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L154,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/6/24 0:00,46.847192,12.979382,31,D3a,B,Bloch,5,0,37,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L155,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/6/24 0:00,46.815175,12.982038,38,D3b,B,Bloch,5,0,56,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L156,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/6/24 0:00,46.828944,12.961452,50,D5,C,Bloch,5,0,98,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L157,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/6/24 0:00,46.850279,12.991414,26,D2b,C,Bloch,5,0,26,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L158,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/6/24 0:00,46.824309,12.947675,63,D6,B,Bloch,5,1,55,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L159,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/6/24 0:00,46.823739,12.982674,40,D4,B,Bloch,5,0,62,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L160,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/6/24 0:00,46.855061,12.971544,40,D4,C,Bloch,5,0,62,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L161,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/6/24 0:00,46.846448,12.960322,33,D3a,C,Bloch,5,0,42,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L162,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/6/24 0:00,46.834505,12.954885,46,D4,B,Bloch,5,0,83,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L163,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/6/24 0:00,46.827945,12.990804,47,D4,B,Bloch,5,0,86,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L164,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/6/24 0:00,46.849552,12.981372,32,D3a,B,Bloch,5,0,40,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L165,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/6/24 0:00,46.835050,12.953974,43,D4,C,Bloch,5,0,72,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L166,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/6/24 0:00,46.852998,12.965768,40,D4,B,Bloch,5,0,62,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L167,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/6/24 0:00,46.853212,12.941233,39,D3b,B,Bloch,5,0,59,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L168,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/6/24 0:00,46.854837,12.951038,47,D4,B,Bloch,5,0,86,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L169,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/6/24 0:00,46.851978,12.971687,54,D5,B,Bloch,5,1,14,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L170,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/6/24 0:00,46.821524,12.941375,35,D3b,B,Bloch,5,0,48,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L171,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/6/24 0:00,46.830854,12.990719,43,D4,C,Bloch,5,0,72,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L172,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/6/24 0:00,46.855766,12.970489,27,D2b,B,Bloch,5,0,28,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L173,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/6/24 0:00,46.856310,12.997570,30,D3a,C,Bloch,5,0,35,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L174,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/6/24 0:00,46.824800,12.968715,50,D5,B,Bloch,5,0,98,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L175,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/6/24 0:00,46.824165,12.942146,30,D3a,C,Bloch,5,0,35,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L176,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/6/24 0:00,46.841183,12.984540,56,D5,C,Bloch,5,1,23,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L177,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/6/24 0:00,46.821625,12.954379,36,D3b,B,Bloch,5,0,50,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L178,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/6/24 0:00,46.830396,12.952857,45,D4,C,Bloch,5,0,79,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L179,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/6/24 0:00,46.838774,12.945404,38,D3b,B,Bloch,5,0,56,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L180,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/6/24 0:00,46.823192,12.964327,43,D4,C,Bloch,5,0,72,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L181,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/6/24 0:00,46.848618,12.961074,45,D4,C,Bloch,5,0,79,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L182,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/6/24 0:00,46.825744,12.971830,32,D3a,A,Bloch,5,0,40,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L183,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/6/24 0:00,46.853170,12.946978,30,D3a,B,Bloch,5,0,35,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L184,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/6/24 0:00,46.852129,12.951904,37,D3b,B,Bloch,5,0,53,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L185,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/6/24 0:00,46.850388,12.993031,23,D2a,A,Bloch,5,0,20,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L186,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/6/24 0:00,46.827861,12.984675,32,D3a,C,Bloch,5,0,40,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L187,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/6/24 0:00,46.826191,12.965263,25,D2b,B,Bloch,5,0,24,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L188,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/6/24 0:00,46.816128,12.985064,37,D3b,C,Bloch,5,0,53,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L189,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/6/24 0:00,46.837383,12.990017,45,D4,B,Bloch,5,0,79,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L190,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/6/24 0:00,46.821043,12.961415,45,D4,B,Bloch,5,0,79,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L191,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/6/24 0:00,46.853674,12.949990,45,D4,B,Bloch,5,0,79,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L192,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/6/24 0:00,46.828794,12.975518,41,D4,C,Bloch,5,0,66,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L193,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/6/24 0:00,46.817770,12.987420,31,D3a,C,Bloch,5,0,37,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L194,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/6/24 0:00,46.854197,12.964559,47,D4,B,Bloch,5,0,86,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L195,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/6/24 0:00,46.840912,12.969257,38,D3b,B,Bloch,5,0,56,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L196,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/6/24 0:00,46.820314,12.981987,34,D3a,C,Bloch,5,0,45,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L197,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/6/24 0:00,46.825909,12.947589,36,D3b,B,Bloch,5,0,50,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L198,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/6/24 0:00,46.839174,12.968638,51,D5,B,Bloch,5,1,02,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L199,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/6/24 0:00,46.856190,12.952734,32,D3a,B,Bloch,5,0,40,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L200,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/6/24 0:00,46.852075,12.950628,50,D5,B,Bloch,5,0,98,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L201,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/7/24 0:00,46.846641,12.964336,49,D4,B,Bloch,5,0,94,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L202,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/7/24 0:00,46.818421,12.962945,47,D4,C,Bloch,5,0,86,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L203,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/7/24 0:00,46.824321,12.983287,37,D3b,C,Bloch,5,0,53,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L204,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/7/24 0:00,46.827464,12.973393,36,D3b,A,Bloch,5,0,50,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L205,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/7/24 0:00,46.838594,12.994418,42,D4,B,Bloch,5,0,69,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L206,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/7/24 0:00,46.851841,12.957221,35,D3b,A,Bloch,5,0,48,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L207,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/7/24 0:00,46.826713,12.979636,45,D4,A,Wertholz,6,0,95,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L208,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/7/24 0:00,46.819349,12.967584,43,D4,B,Bloch,5,0,72,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L209,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/7/24 0:00,46.826218,12.979432,42,D4,B,Bloch,5,0,69,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L210,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/7/24 0:00,46.830984,12.954774,32,D3a,C,Bloch,5,0,40,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L211,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/7/24 0:00,46.821763,12.971929,39,D3b,C,Bloch,5,0,59,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L212,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/7/24 0:00,46.823683,12.973950,33,D3a,B,Bloch,5,0,42,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L213,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/7/24 0:00,46.820110,12.995554,39,D3b,C,Bloch,5,0,59,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L214,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/7/24 0:00,46.815402,12.989960,53,D5,C,Bloch,5,1,10,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L215,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/7/24 0:00,46.817730,12.965275,41,D4,B,Bloch,5,0,66,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L216,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/7/24 0:00,46.825814,12.984564,26,D2b,C,Bloch,5,0,26,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L217,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/7/24 0:00,46.826006,12.971581,37,D3b,B,Bloch,5,0,53,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L218,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/7/24 0:00,46.815674,12.951810,55,D5,C,Bloch,5,1,18,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L219,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/7/24 0:00,46.840818,12.974926,59,D5,C,Bloch,5,1,36,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L220,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/7/24 0:00,46.830390,12.946236,37,D3b,B,Bloch,5,0,53,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L221,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/7/24 0:00,46.831861,12.975405,28,D2b,C,Bloch,5,0,30,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L222,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/7/24 0:00,46.827767,12.941420,44,D4,B,Bloch,5,0,76,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L223,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/7/24 0:00,46.822797,12.981961,37,D3b,C,Bloch,5,0,53,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L224,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/7/24 0:00,46.853863,12.958839,45,D4,B,Bloch,5,0,79,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L225,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/7/24 0:00,46.815693,12.984728,36,D3b,B,Bloch,5,0,50,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L226,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/7/24 0:00,46.821950,12.994905,30,D3a,B,Bloch,5,0,35,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L227,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/7/24 0:00,46.820136,12.983939,41,D4,C,Bloch,5,0,66,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L228,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/7/24 0:00,46.822606,12.967191,39,D3b,B,Bloch,5,0,59,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L229,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/7/24 0:00,46.847909,12.978593,25,D2b,B,Bloch,5,0,24,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L230,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/7/24 0:00,46.817728,12.983061,37,D3b,C,Bloch,5,0,53,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L231,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/7/24 0:00,46.828691,12.959663,51,D5,C,Bloch,5,1,02,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L232,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/7/24 0:00,46.825190,12.992057,31,D3a,B,Bloch,5,0,37,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L233,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/7/24 0:00,46.848468,12.940775,44,D4,B,Bloch,5,0,76,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L234,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/7/24 0:00,46.817492,12.979099,46,D4,C,Bloch,5,0,83,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L235,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/7/24 0:00,46.852993,12.947406,46,D4,B,Bloch,5,0,83,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L236,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/7/24 0:00,46.837953,12.970575,57,D5,C,Bloch,5,1,27,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L237,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/7/24 0:00,46.816198,12.976273,49,D4,B,Bloch,5,0,94,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L238,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/7/24 0:00,46.850084,12.941770,37,D3b,B,Bloch,5,0,53,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L239,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/7/24 0:00,46.833858,12.948175,45,D4,B,Bloch,5,0,79,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L240,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/7/24 0:00,46.836861,12.970388,48,D4,B,Bloch,5,0,90,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L241,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/7/24 0:00,46.845465,12.980049,46,D4,C,Bloch,5,0,83,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L242,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/7/24 0:00,46.818891,12.997262,34,D3a,B,Bloch,5,0,45,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L243,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/7/24 0:00,46.816748,12.942404,38,D3b,B,Bloch,5,0,56,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L244,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/7/24 0:00,46.829494,12.996346,47,D4,B,Bloch,5,0,86,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L245,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/7/24 0:00,46.856608,12.984426,46,D4,B,Bloch,5,0,83,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L246,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/7/24 0:00,46.853229,12.974500,41,D4,B,Bloch,5,0,66,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L247,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/7/24 0:00,46.817863,12.975292,34,D3a,C,Bloch,5,0,45,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L248,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/7/24 0:00,46.823513,12.950625,45,D4,C,Bloch,5,0,79,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L249,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/7/24 0:00,46.822696,12.962717,32,D3a,B,Bloch,5,0,40,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L250,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/7/24 0:00,46.854525,12.946606,50,D5,C,Bloch,5,0,98,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L251,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/8/24 0:00,46.821354,12.954208,40,D4,C,Bloch,5,0,62,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L252,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/8/24 0:00,46.818863,12.952173,26,D2b,C,Bloch,5,0,26,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L253,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/8/24 0:00,46.819046,12.962950,38,D3b,B,Bloch,5,0,56,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L254,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/8/24 0:00,46.832912,12.969745,27,D2b,C,Bloch,5,0,28,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L255,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/8/24 0:00,46.823905,12.992455,29,D2b,B,Bloch,5,0,33,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L256,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/8/24 0:00,46.837971,12.958331,51,D5,C,Bloch,5,1,02,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L257,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/8/24 0:00,46.834639,12.963720,62,D6,B,Bloch,5,1,50,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L258,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/8/24 0:00,46.818731,12.980966,45,D4,B,Bloch,5,0,79,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L259,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/8/24 0:00,46.856387,12.989327,47,D4,C,Bloch,5,0,86,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L260,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/8/24 0:00,46.852964,12.950957,41,D4,A,Wertholz,7,0,92,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L261,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/8/24 0:00,46.816713,12.989241,48,D4,B,Bloch,5,0,90,last quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L262,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/8/24 0:00,46.822379,12.966360,27,D2b,B,Bloch,5,0,28,last quarter,,sawmill,no,yes,no,46.840642,12.941741
